Ann ee,situation,Genre,Secteur disciplinaire,% emplois ext erieurs à la r egion de l’universit e
2013,18 mois après le diplôme,hommes,Sociologie  d emographie,20
2014,30 mois après le diplôme,femmes et hommes,Ensemble sciences  technologies et sant e,48
2016,18 mois après le diplôme,femmes,Ensemble sciences  technologies et sant e,50
2016,30 mois après le diplôme,hommes,Ensemble sciences  technologies et sant e,45
2018,30 mois après le diplôme,hommes,Ensemble sciences  technologies et sant e,42
2012,18 mois après le diplôme,femmes et hommes,Ensemble sciences  technologies et sant e,51
2016,30 mois après le diplôme,femmes,Ensemble sciences  technologies et sant e,50
2017,30 mois après le diplôme,femmes et hommes,Ensemble sciences  technologies et sant e,45
2016,30 mois après le diplôme,femmes et hommes,Ensemble sciences  technologies et sant e,47
2013,30 mois après le diplôme,femmes et hommes,Ensemble sciences  technologies et sant e,46
2013,30 mois après le diplôme,femmes,Ensemble sciences  technologies et sant e,49
2014,30 mois après le diplôme,femmes et hommes,Sciences de la vie et de la terre,54
2018,18 mois après le diplôme,femmes,Sciences de la vie et de la terre,50
2013,30 mois après le diplôme,femmes et hommes,Sciences de la vie et de la terre,53
2014,18 mois après le diplôme,femmes et hommes,Sciences de la vie,54
2014,18 mois après le diplôme,femmes,Sciences de la vie,52
2018,18 mois après le diplôme,femmes et hommes,Sciences de la vie,50
2014,30 mois après le diplôme,hommes,Sciences de la vie,57
2016,30 mois après le diplôme,hommes,Sciences de la vie,59
2012,18 mois après le diplôme,hommes,Sciences de la vie,67
2012,30 mois après le diplôme,femmes,Sciences de la vie,59
2017,30 mois après le diplôme,femmes et hommes,Sciences de la vie,50
2018,30 mois après le diplôme,hommes,Sciences de la vie,51
2013,18 mois après le diplôme,hommes,Sciences de la vie,53
2014,18 mois après le diplôme,femmes,Sciences de l'univers,58
2014,18 mois après le diplôme,femmes et hommes,Sciences de l'univers,59
2015,30 mois après le diplôme,hommes,Sciences de l'univers,52
2015,18 mois après le diplôme,femmes et hommes,Sciences de l'univers,53
2018,30 mois après le diplôme,hommes,Sciences de l'univers,52
2017,18 mois après le diplôme,femmes,Sciences de l'univers,52
2012,18 mois après le diplôme,hommes,Pluridisciplinaire sciences de la vie  de la sant e  de la terre et de l'univers,44
2017,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences de la vie  de la sant e  de la terre et de l'univers,69
2013,30 mois après le diplôme,hommes,Pluridisciplinaire sciences de la vie  de la sant e  de la terre et de l'univers,33
2016,18 mois après le diplôme,femmes et hommes,Sciences fondamentales,51
2017,18 mois après le diplôme,femmes et hommes,Sciences fondamentales,53
2018,18 mois après le diplôme,hommes,Chimie,55
2014,18 mois après le diplôme,femmes et hommes,Chimie,55
2016,18 mois après le diplôme,femmes et hommes,Chimie,52
2015,30 mois après le diplôme,hommes,Chimie,54
2012,30 mois après le diplôme,femmes,Chimie,63
2017,30 mois après le diplôme,femmes,Chimie,53
2015,30 mois après le diplôme,femmes et hommes,Chimie,52
2017,18 mois après le diplôme,femmes,Chimie,53
2013,30 mois après le diplôme,femmes,Chimie,56
2014,30 mois après le diplôme,hommes,Physique,48
2018,18 mois après le diplôme,femmes et hommes,Physique,55
2014,30 mois après le diplôme,femmes et hommes,Physique,50
2015,30 mois après le diplôme,hommes,Physique,43
2015,30 mois après le diplôme,femmes,Physique,49
2017,30 mois après le diplôme,hommes,Physique,61
2017,18 mois après le diplôme,hommes,Physique,61
2013,18 mois après le diplôme,femmes et hommes,Physique,51
2018,30 mois après le diplôme,femmes et hommes,Physique et chimie,57
2014,30 mois après le diplôme,femmes et hommes,Physique et chimie,75
2016,18 mois après le diplôme,hommes,Physique et chimie,60
2014,30 mois après le diplôme,hommes,Math ematiques,48
2014,18 mois après le diplôme,hommes,Math ematiques,48
2016,18 mois après le diplôme,hommes,Math ematiques,43
2015,18 mois après le diplôme,femmes et hommes,Math ematiques,50
2015,18 mois après le diplôme,hommes,Math ematiques,53
2017,30 mois après le diplôme,hommes,Math ematiques,44
2017,30 mois après le diplôme,femmes,Math ematiques,45
2015,30 mois après le diplôme,femmes et hommes,Math ematiques,50
2016,30 mois après le diplôme,femmes et hommes,Math ematiques,45
2012,30 mois après le diplôme,femmes et hommes,Math ematiques,42
2017,30 mois après le diplôme,femmes et hommes,Math ematiques,44
2018,30 mois après le diplôme,femmes,Math ematiques,49
2017,18 mois après le diplôme,femmes,Math ematiques,45
2013,18 mois après le diplôme,hommes,Math ematiques,50
2018,18 mois après le diplôme,femmes et hommes,Math ematiques appliqu ees et sciences sociales,24
2011,30 mois après le diplôme,femmes et hommes,Math ematiques appliqu ees et sciences sociales,35
2018,18 mois après le diplôme,hommes,Sciences de l'ing enieur,44
2018,18 mois après le diplôme,femmes et hommes,Sciences de l'ing enieur,44
2016,30 mois après le diplôme,femmes et hommes,Sciences de l'ing enieur,47
2017,30 mois après le diplôme,femmes et hommes,Sciences de l'ing enieur,46
2017,18 mois après le diplôme,femmes et hommes,Sciences de l'ing enieur,46
2014,18 mois après le diplôme,femmes et hommes, electronique  g enie  electrique,48
2018,30 mois après le diplôme,femmes et hommes, electronique  g enie  electrique,37
2016,18 mois après le diplôme,femmes et hommes, electronique  g enie  electrique,38
2012,30 mois après le diplôme,femmes et hommes, electronique  g enie  electrique,57
2017,30 mois après le diplôme,hommes, electronique  g enie  electrique,35
2012,30 mois après le diplôme,hommes, electronique  g enie  electrique,58
2017,30 mois après le diplôme,femmes et hommes, electronique  g enie  electrique,37
2013,18 mois après le diplôme,femmes et hommes, electronique  g enie  electrique,47
2013,18 mois après le diplôme,hommes, electronique  g enie  electrique,47
2017,18 mois après le diplôme,hommes, electronique  g enie  electrique,35
2018,18 mois après le diplôme,femmes,G enie civil,48
2014,30 mois après le diplôme,hommes,G enie civil,58
2014,30 mois après le diplôme,femmes,G enie civil,58
2015,30 mois après le diplôme,hommes,G enie civil,51
2014,18 mois après le diplôme,femmes et hommes,Ensemble Masters LMD (hors Masters enseignement),43
2018,18 mois après le diplôme,hommes,Ensemble Masters LMD (hors Masters enseignement),43
2012,30 mois après le diplôme,femmes et hommes,Ensemble Masters LMD (hors Masters enseignement),45
2012,18 mois après le diplôme,femmes et hommes,Ensemble Masters LMD (hors Masters enseignement),45
2012,18 mois après le diplôme,hommes,Ensemble Masters LMD (hors Masters enseignement),47
2017,18 mois après le diplôme,hommes,Ensemble Masters LMD (hors Masters enseignement),43
2013,18 mois après le diplôme,hommes,Ensemble Masters LMD (hors Masters enseignement),43
2016,30 mois après le diplôme,femmes et hommes,Ensemble formations juridiques   economiques et de gestion,42
2015,18 mois après le diplôme,femmes et hommes,Ensemble formations juridiques   economiques et de gestion,43
2016,30 mois après le diplôme,hommes,Ensemble formations juridiques   economiques et de gestion,43
2015,30 mois après le diplôme,femmes,Ensemble formations juridiques   economiques et de gestion,42
2013,30 mois après le diplôme,femmes,Ensemble formations juridiques   economiques et de gestion,38
2018,18 mois après le diplôme,femmes,Sciences juridiques,40
2014,18 mois après le diplôme,hommes,Sciences juridiques,40
2015,18 mois après le diplôme,femmes,Sciences juridiques,42
2012,30 mois après le diplôme,hommes,Sciences juridiques,47
2017,30 mois après le diplôme,hommes,Sciences juridiques,43
2012,18 mois après le diplôme,femmes,Sciences juridiques,40
2016,18 mois après le diplôme,hommes,Sciences politiques,42
2015,18 mois après le diplôme,femmes et hommes,Sciences politiques,49
2015,18 mois après le diplôme,femmes,Sciences politiques,55
2017,30 mois après le diplôme,femmes et hommes,Sciences politiques,42
2015,30 mois après le diplôme,hommes,Sciences politiques,39
2013,18 mois après le diplôme,hommes,Sciences politiques,44
2013,30 mois après le diplôme,femmes et hommes,Sciences politiques,41
2018,18 mois après le diplôme,femmes et hommes,Sciences  economiques,47
2018,30 mois après le diplôme,femmes,Sciences  economiques,43
2014,30 mois après le diplôme,femmes,Sciences  economiques,38
2016,30 mois après le diplôme,femmes et hommes,Sciences  economiques,42
2016,30 mois après le diplôme,femmes,Sciences  economiques,41
2017,18 mois après le diplôme,femmes et hommes,Sciences  economiques,43
2012,18 mois après le diplôme,femmes et hommes,Sciences  economiques,42
2018,30 mois après le diplôme,femmes et hommes,Sciences  economiques,47
2017,30 mois après le diplôme,hommes,Sciences  economiques,42
2013,30 mois après le diplôme,femmes,Sciences  economiques,38
2014,18 mois après le diplôme,femmes,Sciences de gestion,40
2014,30 mois après le diplôme,femmes et hommes,Sciences de gestion,43
2016,18 mois après le diplôme,femmes,Sciences de gestion,42
2015,18 mois après le diplôme,femmes,Sciences de gestion,43
2015,18 mois après le diplôme,femmes et hommes,Sciences de gestion,44
2018,30 mois après le diplôme,hommes,Sciences de gestion,44
2012,18 mois après le diplôme,hommes,Sciences de gestion,48
2011,30 mois après le diplôme,femmes et hommes,Sciences de gestion,47
2017,30 mois après le diplôme,hommes,Sciences de gestion,44
2012,30 mois après le diplôme,femmes,Sciences de gestion,41
2013,30 mois après le diplôme,hommes,Sciences de gestion,41
2013,30 mois après le diplôme,femmes et hommes,Sciences de gestion,40
2017,18 mois après le diplôme,femmes,Sciences de gestion,41
2018,18 mois après le diplôme,femmes,Autres formations juridiques   economiques et de gestion,44
2015,18 mois après le diplôme,femmes et hommes,Autres formations juridiques   economiques et de gestion,40
2018,30 mois après le diplôme,femmes et hommes,Autres formations juridiques   economiques et de gestion,48
2017,18 mois après le diplôme,femmes et hommes,Autres formations juridiques   economiques et de gestion,39
2018,18 mois après le diplôme,femmes,Administration  economique et sociale,45
2014,18 mois après le diplôme,hommes,Administration  economique et sociale,42
2012,18 mois après le diplôme,femmes et hommes,Administration  economique et sociale,52
2013,30 mois après le diplôme,femmes,Administration  economique et sociale,32
2017,18 mois après le diplôme,hommes,Administration  economique et sociale,48
2013,18 mois après le diplôme,hommes,Administration  economique et sociale,41
2017,18 mois après le diplôme,femmes,Administration  economique et sociale,39
2015,18 mois après le diplôme,femmes,Pluridisciplinaire droit  sciences politiques,57
2015,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire droit  sciences politiques,55
2016,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire droit  sciences politiques,58
2017,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire droit  sciences politiques,47
2017,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire droit  sciences  economiques et de gestion  AES,13
2014,30 mois après le diplôme,hommes,Pluridisciplinaire sciences  economiques et gestion,36
2015,30 mois après le diplôme,hommes,Pluridisciplinaire sciences  economiques et gestion,41
2012,30 mois après le diplôme,femmes,Pluridisciplinaire sciences  economiques et gestion,44
2016,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences  economiques et gestion,38
2015,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences  economiques et gestion,38
2016,30 mois après le diplôme,hommes,Pluridisciplinaire sciences  economiques et gestion,49
2013,18 mois après le diplôme,hommes,Pluridisciplinaire sciences  economiques et gestion,23
2017,18 mois après le diplôme,femmes,Pluridisciplinaire sciences  economiques et gestion,41
2018,18 mois après le diplôme,hommes,Ensemble Lettres  langues  arts,47
2014,18 mois après le diplôme,hommes,Ensemble Lettres  langues  arts,40
2017,30 mois après le diplôme,femmes,Ensemble Lettres  langues  arts,48
2013,30 mois après le diplôme,femmes et hommes,Ensemble Lettres  langues  arts,44
2014,30 mois après le diplôme,hommes,Arts,29
2016,18 mois après le diplôme,femmes et hommes,Arts,37
2012,30 mois après le diplôme,femmes et hommes,Arts,41
2017,18 mois après le diplôme,femmes et hommes,Arts,42
2012,18 mois après le diplôme,femmes et hommes,Français  langue  etrangère,62
2018,30 mois après le diplôme,femmes et hommes,Français  langue  etrangère,75
2018,18 mois après le diplôme,femmes,Langues et litt eratures  etrangères,41
2018,18 mois après le diplôme,femmes et hommes,Langues et litt eratures  etrangères,42
2016,18 mois après le diplôme,femmes et hommes,Langues et litt eratures  etrangères,48
2012,30 mois après le diplôme,femmes,Langues et litt eratures  etrangères,41
2011,30 mois après le diplôme,femmes et hommes,Langues et litt eratures  etrangères,47
2018,30 mois après le diplôme,femmes et hommes,Langues et litt eratures  etrangères,42
2012,18 mois après le diplôme,femmes,Langues et litt eratures françaises,37
2018,30 mois après le diplôme,femmes et hommes,Langues et litt eratures françaises,39
2017,30 mois après le diplôme,femmes,Langues et litt eratures françaises,43
2018,18 mois après le diplôme,femmes,Langues  etrangères appliqu ees,52
2018,18 mois après le diplôme,hommes,Langues  etrangères appliqu ees,56
2014,30 mois après le diplôme,femmes,Langues  etrangères appliqu ees,55
2014,30 mois après le diplôme,femmes et hommes,Langues  etrangères appliqu ees,55
2016,18 mois après le diplôme,femmes et hommes,Langues  etrangères appliqu ees,58
2014,18 mois après le diplôme,hommes,Langues  etrangères appliqu ees,55
2016,30 mois après le diplôme,hommes,Langues  etrangères appliqu ees,55
2017,30 mois après le diplôme,femmes,Langues  etrangères appliqu ees,54
2012,30 mois après le diplôme,femmes et hommes,Langues  etrangères appliqu ees,54
2013,30 mois après le diplôme,hommes,Langues  etrangères appliqu ees,54
2013,30 mois après le diplôme,femmes et hommes,Langues  etrangères appliqu ees,53
2014,30 mois après le diplôme,femmes et hommes,Litt erature g en erale et compar ee,29
2011,30 mois après le diplôme,femmes et hommes,Litt erature g en erale et compar ee,32
2014,30 mois après le diplôme,femmes et hommes,Sciences du langage  linguistique,45
2016,18 mois après le diplôme,femmes et hommes,Sciences du langage  linguistique,62
2015,18 mois après le diplôme,femmes et hommes,Sciences du langage  linguistique,52
2012,18 mois après le diplôme,femmes et hommes,Sciences du langage  linguistique,46
2016,30 mois après le diplôme,femmes,Sciences du langage  linguistique,62
2015,30 mois après le diplôme,femmes,Sciences du langage  linguistique,51
2013,18 mois après le diplôme,femmes et hommes,Sciences du langage  linguistique,43
2018,30 mois après le diplôme,femmes,Pluridisciplinaire langues,50
2018,18 mois après le diplôme,femmes,Pluridisciplinaire langues,50
2014,18 mois après le diplôme,femmes,Pluridisciplinaire langues,47
2016,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire langues,52
2016,30 mois après le diplôme,femmes,Pluridisciplinaire langues,49
2017,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire langues,53
2012,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire langues,58
2017,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire langues,53
2012,18 mois après le diplôme,femmes,Pluridisciplinaire langues,60
2012,30 mois après le diplôme,femmes,Pluridisciplinaire langues,60
2013,18 mois après le diplôme,hommes,Pluridisciplinaire langues,51
2016,18 mois après le diplôme,femmes,Pluridisciplinaire lettres  langues  sciences humaines,44
2017,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire lettres  langues  sciences humaines,38
2012,30 mois après le diplôme,femmes,Pluridisciplinaire lettres  langues  sciences humaines,45
2015,30 mois après le diplôme,femmes,Pluridisciplinaire lettres  langues  sciences humaines,41
2016,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire lettres  langues  sciences humaines,44
2013,30 mois après le diplôme,femmes,Pluridisciplinaire lettres  langues  sciences humaines,39
2018,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire lettres  langues  sciences humaines,33
2018,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire lettres  sciences du langage  arts,37
2015,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire lettres  sciences du langage  arts,46
2015,30 mois après le diplôme,femmes,Pluridisciplinaire lettres  sciences du langage  arts,44
2017,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire lettres  sciences du langage  arts,35
2013,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire lettres  sciences du langage  arts,40
2018,30 mois après le diplôme,femmes,Ensemble sciences humaines et sociales,39
2015,18 mois après le diplôme,hommes,Ensemble sciences humaines et sociales,43
2017,30 mois après le diplôme,femmes,Ensemble sciences humaines et sociales,38
2011,30 mois après le diplôme,femmes et hommes,Ensemble sciences humaines et sociales,41
2017,18 mois après le diplôme,femmes,Ensemble sciences humaines et sociales,38
2018,30 mois après le diplôme,femmes,Histoire-g eographie,40
2014,30 mois après le diplôme,femmes et hommes,Histoire-g eographie,38
2018,18 mois après le diplôme,hommes,Histoire-g eographie,39
2018,18 mois après le diplôme,femmes et hommes,Histoire-g eographie,40
2015,18 mois après le diplôme,femmes et hommes,Histoire-g eographie,37
2017,30 mois après le diplôme,femmes et hommes,Histoire-g eographie,40
2014,30 mois après le diplôme,hommes,Histoire,33
2014,18 mois après le diplôme,femmes,Histoire,39
2016,18 mois après le diplôme,hommes,Histoire,34
2016,30 mois après le diplôme,femmes et hommes,Histoire,37
2012,30 mois après le diplôme,femmes,Histoire,36
2015,30 mois après le diplôme,femmes,Histoire,36
2012,18 mois après le diplôme,femmes,Histoire,36
2015,30 mois après le diplôme,femmes et hommes,Histoire,36
2016,30 mois après le diplôme,femmes,Histoire,39
2018,30 mois après le diplôme,femmes et hommes,Histoire,40
2013,18 mois après le diplôme,femmes et hommes,Histoire,43
2018,18 mois après le diplôme,femmes,G eographie,39
2014,30 mois après le diplôme,femmes et hommes,G eographie,41
2016,30 mois après le diplôme,hommes,G eographie,44
2014,18 mois après le diplôme,hommes,G eographie,40
2016,30 mois après le diplôme,femmes et hommes,G eographie,45
2017,30 mois après le diplôme,hommes,G eographie,40
2011,30 mois après le diplôme,femmes et hommes,G eographie,43
2013,30 mois après le diplôme,femmes,G eographie,38
2018,30 mois après le diplôme,femmes et hommes,G eographie,39
2014,18 mois après le diplôme,femmes et hommes,Psychologie,36
2016,18 mois après le diplôme,femmes et hommes,Psychologie,38
2015,18 mois après le diplôme,femmes et hommes,Psychologie,37
2011,30 mois après le diplôme,femmes et hommes,Psychologie,42
2018,30 mois après le diplôme,hommes,Psychologie,34
2012,18 mois après le diplôme,femmes et hommes,Psychologie,42
2017,30 mois après le diplôme,femmes,Psychologie,34
2014,18 mois après le diplôme,femmes,Sciences de l'information et la communication,38
2018,18 mois après le diplôme,femmes et hommes,Sciences de l'information et la communication,37
2015,18 mois après le diplôme,hommes,Sciences de l'information et la communication,50
2015,18 mois après le diplôme,femmes et hommes,Sciences de l'information et la communication,44
2016,30 mois après le diplôme,femmes et hommes,Sciences de l'information et la communication,42
2016,30 mois après le diplôme,femmes,Sciences de l'information et la communication,41
2012,18 mois après le diplôme,hommes,Sciences de l'information et la communication,49
2017,18 mois après le diplôme,hommes,Sciences de l'information et la communication,48
2017,18 mois après le diplôme,femmes,Sciences de l'information et la communication,42
2016,30 mois après le diplôme,femmes et hommes,Autres sciences humaines et sociales,39
2017,30 mois après le diplôme,femmes et hommes,Autres sciences humaines et sociales,39
2016,18 mois après le diplôme,femmes et hommes,Am enagement,42
2015,18 mois après le diplôme,femmes et hommes,Am enagement,45
2015,18 mois après le diplôme,hommes,Am enagement,46
2017,30 mois après le diplôme,hommes,Am enagement,47
2012,18 mois après le diplôme,hommes,Am enagement,47
2012,18 mois après le diplôme,femmes,Am enagement,39
2015,30 mois après le diplôme,femmes,Am enagement,44
2012,30 mois après le diplôme,femmes et hommes,Am enagement,42
2016,30 mois après le diplôme,femmes et hommes,Am enagement,42
2018,30 mois après le diplôme,femmes et hommes,Am enagement,46
2013,18 mois après le diplôme,femmes et hommes,Am enagement,46
2013,18 mois après le diplôme,hommes,Am enagement,49
2013,30 mois après le diplôme,femmes et hommes,Am enagement,46
2018,18 mois après le diplôme,femmes et hommes,Arch eologie  ethnologie  pr ehistoire,47
2014,18 mois après le diplôme,femmes et hommes,Arch eologie  ethnologie  pr ehistoire,42
2014,18 mois après le diplôme,femmes,Arch eologie  ethnologie  pr ehistoire,45
2017,30 mois après le diplôme,femmes,Arch eologie  ethnologie  pr ehistoire,55
2015,30 mois après le diplôme,femmes et hommes,Arch eologie  ethnologie  pr ehistoire,48
2015,30 mois après le diplôme,femmes,Arch eologie  ethnologie  pr ehistoire,48
2012,30 mois après le diplôme,femmes,Arch eologie  ethnologie  pr ehistoire,46
2012,30 mois après le diplôme,femmes et hommes,Arch eologie  ethnologie  pr ehistoire,45
2011,30 mois après le diplôme,femmes et hommes,Arch eologie  ethnologie  pr ehistoire,44
2017,30 mois après le diplôme,femmes et hommes,Philosophie   epist emologie,23
2017,18 mois après le diplôme,femmes et hommes,Philosophie   epist emologie,23
2016,30 mois après le diplôme,femmes et hommes,Philosophie   epist emologie,25
2012,18 mois après le diplôme,femmes et hommes,Philosophie   epist emologie,28
2017,30 mois après le diplôme,femmes,Philosophie   epist emologie,30
2013,18 mois après le diplôme,femmes,Philosophie   epist emologie,17
2014,18 mois après le diplôme,femmes et hommes,Sciences de l' education,30
2015,18 mois après le diplôme,femmes et hommes,Sciences de l' education,30
2015,18 mois après le diplôme,femmes,Sciences de l' education,28
2017,30 mois après le diplôme,hommes,Sciences de l' education,34
2012,30 mois après le diplôme,femmes,Sciences de l' education,28
2011,30 mois après le diplôme,femmes et hommes,Sciences de l' education,25
2013,30 mois après le diplôme,femmes et hommes,Sciences de l' education,30
2013,18 mois après le diplôme,femmes,Sciences de l' education,32
2013,18 mois après le diplôme,femmes et hommes,Sciences de l' education,30
2012,30 mois après le diplôme,femmes et hommes,Sociologie  d emographie,28
2013,30 mois après le diplôme,femmes,Sociologie  d emographie,23
2017,18 mois après le diplôme,femmes,Sociologie  d emographie,31
2014,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences humaines et sociales,41
2018,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences humaines et sociales,38
2016,18 mois après le diplôme,hommes,Pluridisciplinaire sciences humaines et sociales,36
2017,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences humaines et sociales,41
2012,30 mois après le diplôme,femmes et hommes,G enie civil,54
2015,30 mois après le diplôme,femmes et hommes,G enie civil,52
2013,18 mois après le diplôme,hommes,G enie civil,49
2013,18 mois après le diplôme,femmes,G enie civil,46
2017,18 mois après le diplôme,femmes et hommes,G enie civil,52
2017,18 mois après le diplôme,hommes,G enie civil,51
2016,18 mois après le diplôme,femmes,G enie des proc ed es,55
2012,30 mois après le diplôme,femmes,G enie des proc ed es,57
2012,18 mois après le diplôme,femmes et hommes,G enie des proc ed es,55
2017,18 mois après le diplôme,hommes,G enie des proc ed es,62
2013,30 mois après le diplôme,femmes,G enie des proc ed es,56
2011,30 mois après le diplôme,femmes et hommes,M ecanique  g enie m ecanique,63
2012,18 mois après le diplôme,femmes,M ecanique  g enie m ecanique,59
2012,30 mois après le diplôme,hommes,M ecanique  g enie m ecanique,54
2017,18 mois après le diplôme,hommes,M ecanique  g enie m ecanique,46
2017,18 mois après le diplôme,femmes,M ecanique  g enie m ecanique,40
2018,18 mois après le diplôme,femmes et hommes,Technologie et sciences industrielles,36
2014,18 mois après le diplôme,hommes,Technologie et sciences industrielles,46
2016,18 mois après le diplôme,femmes et hommes,Technologie et sciences industrielles,39
2016,30 mois après le diplôme,hommes,Technologie et sciences industrielles,40
2015,18 mois après le diplôme,femmes et hommes,Technologie et sciences industrielles,40
2015,30 mois après le diplôme,femmes,Technologie et sciences industrielles,36
2012,30 mois après le diplôme,femmes,Technologie et sciences industrielles,43
2013,18 mois après le diplôme,hommes,Technologie et sciences industrielles,45
2017,18 mois après le diplôme,hommes,Technologie et sciences industrielles,44
2014,30 mois après le diplôme,femmes et hommes,Informatique,32
2015,30 mois après le diplôme,hommes,Informatique,31
2016,18 mois après le diplôme,hommes,Informatique,33
2015,18 mois après le diplôme,hommes,Informatique,31
2015,30 mois après le diplôme,femmes,Informatique,31
2017,30 mois après le diplôme,femmes,Informatique,35
2013,18 mois après le diplôme,femmes et hommes,Informatique,30
2013,18 mois après le diplôme,hommes,Informatique,30
2013,18 mois après le diplôme,femmes,Informatique,31
2013,30 mois après le diplôme,hommes,Informatique,30
2017,30 mois après le diplôme,femmes et hommes,Autres sciences  technologies et sant e,42
2018,30 mois après le diplôme,femmes et hommes,Autres sciences  technologies et sant e,43
2014,30 mois après le diplôme,hommes,Formation g en erale aux m etiers de l'ing enieur,65
2015,30 mois après le diplôme,hommes,Formation g en erale aux m etiers de l'ing enieur,67
2014,30 mois après le diplôme,hommes,Math ematique et informatique,43
2016,18 mois après le diplôme,hommes,Math ematique et informatique,31
2016,18 mois après le diplôme,femmes et hommes,Math ematique et informatique,31
2017,30 mois après le diplôme,hommes,Math ematique et informatique,21
2017,30 mois après le diplôme,femmes et hommes,Math ematique et informatique,19
2012,18 mois après le diplôme,femmes et hommes,Math ematique et informatique,24
2017,18 mois après le diplôme,hommes,Math ematique et informatique,21
2012,30 mois après le diplôme,femmes et hommes,M edecine,48
2016,30 mois après le diplôme,femmes,M edecine,30
2012,18 mois après le diplôme,femmes,M edecine,46
2012,30 mois après le diplôme,hommes,M edecine,52
2017,18 mois après le diplôme,femmes et hommes,M edecine,45
2013,30 mois après le diplôme,hommes,M edecine,44
2017,18 mois après le diplôme,femmes,M edecine,38
2013,18 mois après le diplôme,femmes et hommes,M edecine,41
2014,18 mois après le diplôme,hommes,Pharmacie,75
2016,18 mois après le diplôme,femmes,Pharmacie,66
2015,18 mois après le diplôme,hommes,Pharmacie,55
2013,18 mois après le diplôme,hommes,Pharmacie,58
2013,30 mois après le diplôme,femmes et hommes,Pharmacie,53
2018,18 mois après le diplôme,femmes,Sciences et techniques des activit es physiques et sportives,35
2014,18 mois après le diplôme,hommes,Sciences et techniques des activit es physiques et sportives,43
2016,30 mois après le diplôme,femmes et hommes,Sciences et techniques des activit es physiques et sportives,41
2012,30 mois après le diplôme,hommes,Sciences et techniques des activit es physiques et sportives,53
2017,18 mois après le diplôme,hommes,Sciences et techniques des activit es physiques et sportives,45
2016,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences,54
2012,30 mois après le diplôme,hommes,Pluridisciplinaire sciences,52
2016,30 mois après le diplôme,femmes,Pluridisciplinaire sciences,52
2018,30 mois après le diplôme,femmes,Pluridisciplinaire sciences,59
2017,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences,50
2014,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences fondamentales et applications,47
2018,18 mois après le diplôme,femmes,Pluridisciplinaire sciences fondamentales et applications,45
2011,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences fondamentales et applications,47
2016,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences fondamentales et applications,38
2013,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences fondamentales et applications,53
2018,18 mois après le diplôme,femmes et hommes,Masters enseignement,23
2018,18 mois après le diplôme,hommes,Masters enseignement,35
2011,30 mois après le diplôme,femmes et hommes,Masters enseignement,29
2012,18 mois après le diplôme,hommes,Masters enseignement,42
2017,30 mois après le diplôme,hommes,Masters enseignement,37
2013,30 mois après le diplôme,femmes et hommes,Masters enseignement,24
2017,18 mois après le diplôme,femmes,Masters enseignement,20
2018,18 mois après le diplôme,femmes et hommes,Sociologie  d emographie,34
2016,18 mois après le diplôme,femmes et hommes,Sociologie  d emographie,34
2017,30 mois après le diplôme,femmes et hommes,Sociologie  d emographie,29
2013,30 mois après le diplôme,hommes,Sociologie  d emographie,20
2017,18 mois après le diplôme,hommes,Sociologie  d emographie,23
2014,18 mois après le diplôme,hommes,Pluridisciplinaire sciences humaines et sociales,54
2012,18 mois après le diplôme,hommes,Pluridisciplinaire sciences humaines et sociales,25
2016,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences humaines et sociales,38
2015,30 mois après le diplôme,femmes,Pluridisciplinaire sciences humaines et sociales,32
2011,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences humaines et sociales,31
2017,18 mois après le diplôme,hommes,Pluridisciplinaire sciences humaines et sociales,44
2014,18 mois après le diplôme,femmes et hommes,Ensemble sciences  technologies et sant e,48
2014,18 mois après le diplôme,femmes,Ensemble sciences  technologies et sant e,49
