Ann ee,situation,Genre,Secteur disciplinaire,Part des diplôm es boursiers dans la discipline
2012,30 mois après le diplôme,femmes et hommes,Math ematiques,31
2017,30 mois après le diplôme,femmes et hommes,Math ematiques,38
2018,30 mois après le diplôme,femmes,Math ematiques,30
2017,18 mois après le diplôme,femmes,Math ematiques,35
2013,18 mois après le diplôme,hommes,Math ematiques,37
2018,18 mois après le diplôme,femmes et hommes,Math ematiques appliqu ees et sciences sociales,35
2011,30 mois après le diplôme,femmes et hommes,Math ematiques appliqu ees et sciences sociales,29
2018,18 mois après le diplôme,hommes,Sciences de l'ing enieur,27
2018,18 mois après le diplôme,femmes et hommes,Sciences de l'ing enieur,28
2016,30 mois après le diplôme,femmes et hommes,Sciences de l'ing enieur,27
2017,30 mois après le diplôme,femmes et hommes,Sciences de l'ing enieur,30
2017,18 mois après le diplôme,femmes et hommes,Sciences de l'ing enieur,30
2014,18 mois après le diplôme,femmes et hommes, electronique  g enie  electrique,33
2018,30 mois après le diplôme,femmes et hommes, electronique  g enie  electrique,39
2016,18 mois après le diplôme,femmes et hommes, electronique  g enie  electrique,35
2012,30 mois après le diplôme,femmes et hommes, electronique  g enie  electrique,27
2017,30 mois après le diplôme,hommes, electronique  g enie  electrique,38
2017,30 mois après le diplôme,femmes et hommes, electronique  g enie  electrique,40
2013,18 mois après le diplôme,femmes et hommes, electronique  g enie  electrique,39
2013,18 mois après le diplôme,hommes, electronique  g enie  electrique,39
2017,18 mois après le diplôme,hommes, electronique  g enie  electrique,38
2018,18 mois après le diplôme,femmes,G enie civil,35
2014,30 mois après le diplôme,hommes,G enie civil,42
2014,30 mois après le diplôme,femmes,G enie civil,37
2015,30 mois après le diplôme,hommes,G enie civil,33
2014,18 mois après le diplôme,femmes et hommes,Ensemble Masters LMD (hors Masters enseignement),30
2018,18 mois après le diplôme,hommes,Ensemble Masters LMD (hors Masters enseignement),29
2012,30 mois après le diplôme,femmes et hommes,Ensemble Masters LMD (hors Masters enseignement),29
2012,18 mois après le diplôme,femmes et hommes,Ensemble Masters LMD (hors Masters enseignement),29
2017,18 mois après le diplôme,hommes,Ensemble Masters LMD (hors Masters enseignement),29
2013,18 mois après le diplôme,hommes,Ensemble Masters LMD (hors Masters enseignement),27
2016,30 mois après le diplôme,femmes et hommes,Ensemble formations juridiques   economiques et de gestion,25
2015,18 mois après le diplôme,femmes et hommes,Ensemble formations juridiques   economiques et de gestion,25
2016,30 mois après le diplôme,hommes,Ensemble formations juridiques   economiques et de gestion,23
2015,30 mois après le diplôme,femmes,Ensemble formations juridiques   economiques et de gestion,26
2013,30 mois après le diplôme,femmes,Ensemble formations juridiques   economiques et de gestion,25
2018,18 mois après le diplôme,femmes,Sciences juridiques,31
2014,18 mois après le diplôme,hommes,Sciences juridiques,25
2015,18 mois après le diplôme,femmes,Sciences juridiques,31
2017,30 mois après le diplôme,hommes,Sciences juridiques,28
2016,18 mois après le diplôme,hommes,Sciences politiques,30
2015,18 mois après le diplôme,femmes et hommes,Sciences politiques,33
2015,18 mois après le diplôme,femmes,Sciences politiques,33
2017,30 mois après le diplôme,femmes et hommes,Sciences politiques,33
2015,30 mois après le diplôme,hommes,Sciences politiques,32
2013,18 mois après le diplôme,hommes,Sciences politiques,31
2013,30 mois après le diplôme,femmes et hommes,Sciences politiques,27
2018,18 mois après le diplôme,femmes et hommes,Sciences  economiques,28
2018,30 mois après le diplôme,femmes,Sciences  economiques,30
2014,30 mois après le diplôme,femmes,Sciences  economiques,31
2016,30 mois après le diplôme,femmes et hommes,Sciences  economiques,30
2016,30 mois après le diplôme,femmes,Sciences  economiques,31
2017,18 mois après le diplôme,femmes et hommes,Sciences  economiques,30
2012,18 mois après le diplôme,femmes et hommes,Sciences  economiques,32
2018,30 mois après le diplôme,femmes et hommes,Sciences  economiques,28
2017,30 mois après le diplôme,hommes,Sciences  economiques,29
2013,30 mois après le diplôme,femmes,Sciences  economiques,30
2014,18 mois après le diplôme,femmes,Sciences de gestion,23
2014,30 mois après le diplôme,femmes et hommes,Sciences de gestion,22
2016,18 mois après le diplôme,femmes,Sciences de gestion,23
2015,18 mois après le diplôme,femmes,Sciences de gestion,21
2015,18 mois après le diplôme,femmes et hommes,Sciences de gestion,20
2018,30 mois après le diplôme,hommes,Sciences de gestion,20
2011,30 mois après le diplôme,femmes et hommes,Sciences de gestion,29
2017,30 mois après le diplôme,hommes,Sciences de gestion,21
2013,30 mois après le diplôme,hommes,Sciences de gestion,21
2013,30 mois après le diplôme,femmes et hommes,Sciences de gestion,21
2017,18 mois après le diplôme,femmes,Sciences de gestion,22
2018,18 mois après le diplôme,femmes,Autres formations juridiques   economiques et de gestion,34
2015,18 mois après le diplôme,femmes et hommes,Autres formations juridiques   economiques et de gestion,31
2018,30 mois après le diplôme,femmes et hommes,Autres formations juridiques   economiques et de gestion,33
2017,18 mois après le diplôme,femmes et hommes,Autres formations juridiques   economiques et de gestion,31
2018,18 mois après le diplôme,femmes,Administration  economique et sociale,31
2014,18 mois après le diplôme,hommes,Administration  economique et sociale,26
2012,18 mois après le diplôme,femmes et hommes,Administration  economique et sociale,36
2013,30 mois après le diplôme,femmes,Administration  economique et sociale,43
2017,18 mois après le diplôme,hommes,Administration  economique et sociale,24
2013,18 mois après le diplôme,hommes,Administration  economique et sociale,33
2017,18 mois après le diplôme,femmes,Administration  economique et sociale,28
2015,18 mois après le diplôme,femmes,Pluridisciplinaire droit  sciences politiques,35
2015,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire droit  sciences politiques,29
2016,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire droit  sciences politiques,40
2016,30 mois après le diplôme,hommes,Pluridisciplinaire droit  sciences politiques,35
2017,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire droit  sciences politiques,35
2016,18 mois après le diplôme,femmes,Pluridisciplinaire droit  sciences  economiques et de gestion  AES,46
2017,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire droit  sciences  economiques et de gestion  AES,43
2017,30 mois après le diplôme,femmes,Pluridisciplinaire droit  sciences  economiques et de gestion  AES,49
2016,30 mois après le diplôme,femmes,Pluridisciplinaire droit  sciences  economiques et de gestion  AES,46
2017,18 mois après le diplôme,femmes,Pluridisciplinaire droit  sciences  economiques et de gestion  AES,49
2014,30 mois après le diplôme,hommes,Pluridisciplinaire sciences  economiques et gestion,23
2015,30 mois après le diplôme,hommes,Pluridisciplinaire sciences  economiques et gestion,17
2016,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences  economiques et gestion,23
2015,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences  economiques et gestion,21
2016,30 mois après le diplôme,hommes,Pluridisciplinaire sciences  economiques et gestion,23
2013,18 mois après le diplôme,hommes,Pluridisciplinaire sciences  economiques et gestion,20
2017,18 mois après le diplôme,femmes,Pluridisciplinaire sciences  economiques et gestion,25
2018,18 mois après le diplôme,hommes,Ensemble Lettres  langues  arts,38
2014,18 mois après le diplôme,hommes,Ensemble Lettres  langues  arts,41
2017,30 mois après le diplôme,femmes,Ensemble Lettres  langues  arts,44
2013,30 mois après le diplôme,femmes et hommes,Ensemble Lettres  langues  arts,36
2014,30 mois après le diplôme,hommes,Arts,34
2016,18 mois après le diplôme,femmes et hommes,Arts,38
2012,30 mois après le diplôme,femmes et hommes,Arts,33
2017,18 mois après le diplôme,femmes et hommes,Arts,42
2012,18 mois après le diplôme,femmes et hommes,Français  langue  etrangère,31
2018,30 mois après le diplôme,femmes et hommes,Français  langue  etrangère,37
2018,18 mois après le diplôme,femmes,Langues et litt eratures  etrangères,47
2018,18 mois après le diplôme,femmes et hommes,Langues et litt eratures  etrangères,45
2016,18 mois après le diplôme,femmes et hommes,Langues et litt eratures  etrangères,40
2011,30 mois après le diplôme,femmes et hommes,Langues et litt eratures  etrangères,29
2018,30 mois après le diplôme,femmes et hommes,Langues et litt eratures  etrangères,45
2018,30 mois après le diplôme,femmes et hommes,Langues et litt eratures françaises,44
2017,30 mois après le diplôme,femmes,Langues et litt eratures françaises,44
2013,30 mois après le diplôme,hommes,Langues et litt eratures françaises,39
2018,18 mois après le diplôme,femmes,Langues  etrangères appliqu ees,48
2018,18 mois après le diplôme,hommes,Langues  etrangères appliqu ees,36
2014,30 mois après le diplôme,femmes,Langues  etrangères appliqu ees,48
2014,30 mois après le diplôme,femmes et hommes,Langues  etrangères appliqu ees,48
2016,18 mois après le diplôme,femmes et hommes,Langues  etrangères appliqu ees,43
2014,18 mois après le diplôme,hommes,Langues  etrangères appliqu ees,48
2016,30 mois après le diplôme,hommes,Langues  etrangères appliqu ees,38
2017,30 mois après le diplôme,femmes,Langues  etrangères appliqu ees,48
2012,30 mois après le diplôme,femmes et hommes,Langues  etrangères appliqu ees,40
2013,30 mois après le diplôme,hommes,Langues  etrangères appliqu ees,46
2013,30 mois après le diplôme,femmes et hommes,Langues  etrangères appliqu ees,43
2014,30 mois après le diplôme,femmes et hommes,Litt erature g en erale et compar ee,47
2011,30 mois après le diplôme,femmes et hommes,Litt erature g en erale et compar ee,29
2014,30 mois après le diplôme,hommes,Sciences du langage  linguistique,45
2014,30 mois après le diplôme,femmes et hommes,Sciences du langage  linguistique,35
2016,18 mois après le diplôme,femmes et hommes,Sciences du langage  linguistique,37
2014,18 mois après le diplôme,hommes,Sciences du langage  linguistique,45
2015,18 mois après le diplôme,femmes et hommes,Sciences du langage  linguistique,39
2012,18 mois après le diplôme,femmes et hommes,Sciences du langage  linguistique,30
2016,30 mois après le diplôme,femmes,Sciences du langage  linguistique,37
2015,30 mois après le diplôme,femmes,Sciences du langage  linguistique,42
2013,18 mois après le diplôme,femmes et hommes,Sciences du langage  linguistique,33
2018,30 mois après le diplôme,femmes,Pluridisciplinaire langues,34
2018,18 mois après le diplôme,femmes,Pluridisciplinaire langues,34
2014,18 mois après le diplôme,femmes,Pluridisciplinaire langues,35
2016,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire langues,36
2016,30 mois après le diplôme,femmes,Pluridisciplinaire langues,36
2017,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire langues,30
2012,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire langues,18
2017,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire langues,30
2013,18 mois après le diplôme,hommes,Pluridisciplinaire langues,25
2016,18 mois après le diplôme,femmes,Pluridisciplinaire lettres  langues  sciences humaines,38
2017,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire lettres  langues  sciences humaines,40
2015,30 mois après le diplôme,femmes,Pluridisciplinaire lettres  langues  sciences humaines,40
2016,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire lettres  langues  sciences humaines,39
2013,30 mois après le diplôme,femmes,Pluridisciplinaire lettres  langues  sciences humaines,39
2018,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire lettres  langues  sciences humaines,44
2018,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire lettres  sciences du langage  arts,33
2016,18 mois après le diplôme,hommes,Pluridisciplinaire lettres  sciences du langage  arts,44
2015,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire lettres  sciences du langage  arts,41
2015,18 mois après le diplôme,hommes,Pluridisciplinaire lettres  sciences du langage  arts,40
2018,30 mois après le diplôme,hommes,Pluridisciplinaire lettres  sciences du langage  arts,24
2015,30 mois après le diplôme,femmes,Pluridisciplinaire lettres  sciences du langage  arts,41
2017,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire lettres  sciences du langage  arts,46
2013,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire lettres  sciences du langage  arts,26
2018,30 mois après le diplôme,femmes,Ensemble sciences humaines et sociales,38
2015,18 mois après le diplôme,hommes,Ensemble sciences humaines et sociales,33
2017,30 mois après le diplôme,femmes,Ensemble sciences humaines et sociales,37
2011,30 mois après le diplôme,femmes et hommes,Ensemble sciences humaines et sociales,29
2017,18 mois après le diplôme,femmes,Ensemble sciences humaines et sociales,37
2018,30 mois après le diplôme,femmes,Histoire-g eographie,42
2014,30 mois après le diplôme,femmes et hommes,Histoire-g eographie,38
2018,18 mois après le diplôme,hommes,Histoire-g eographie,35
2018,18 mois après le diplôme,femmes et hommes,Histoire-g eographie,39
2015,18 mois après le diplôme,femmes et hommes,Histoire-g eographie,36
2017,30 mois après le diplôme,femmes et hommes,Histoire-g eographie,38
2014,30 mois après le diplôme,hommes,Histoire,35
2014,18 mois après le diplôme,femmes,Histoire,37
2016,18 mois après le diplôme,hommes,Histoire,41
2016,30 mois après le diplôme,femmes et hommes,Histoire,43
2015,30 mois après le diplôme,femmes,Histoire,40
2015,30 mois après le diplôme,femmes et hommes,Histoire,39
2016,30 mois après le diplôme,femmes,Histoire,44
2018,30 mois après le diplôme,femmes et hommes,Histoire,42
2013,18 mois après le diplôme,femmes et hommes,Histoire,37
2018,18 mois après le diplôme,femmes,G eographie,38
2014,30 mois après le diplôme,femmes et hommes,G eographie,40
2016,30 mois après le diplôme,hommes,G eographie,35
2014,18 mois après le diplôme,hommes,G eographie,35
2016,30 mois après le diplôme,femmes et hommes,G eographie,35
2017,30 mois après le diplôme,hommes,G eographie,33
2011,30 mois après le diplôme,femmes et hommes,G eographie,29
2013,30 mois après le diplôme,femmes,G eographie,33
2018,30 mois après le diplôme,femmes et hommes,G eographie,36
2014,18 mois après le diplôme,femmes et hommes,Psychologie,33
2016,18 mois après le diplôme,femmes et hommes,Psychologie,39
2015,18 mois après le diplôme,femmes et hommes,Psychologie,37
2011,30 mois après le diplôme,femmes et hommes,Psychologie,29
2018,30 mois après le diplôme,hommes,Psychologie,42
2012,18 mois après le diplôme,femmes et hommes,Psychologie,35
2017,30 mois après le diplôme,femmes,Psychologie,38
2014,18 mois après le diplôme,femmes,Sciences de l'information et la communication,30
2018,18 mois après le diplôme,femmes et hommes,Sciences de l'information et la communication,35
2015,18 mois après le diplôme,hommes,Sciences de l'information et la communication,28
2015,18 mois après le diplôme,femmes et hommes,Sciences de l'information et la communication,30
2016,30 mois après le diplôme,femmes et hommes,Sciences de l'information et la communication,30
2016,30 mois après le diplôme,femmes,Sciences de l'information et la communication,32
2017,18 mois après le diplôme,hommes,Sciences de l'information et la communication,39
2017,18 mois après le diplôme,femmes,Sciences de l'information et la communication,34
2016,30 mois après le diplôme,femmes et hommes,Autres sciences humaines et sociales,35
2017,30 mois après le diplôme,femmes et hommes,Autres sciences humaines et sociales,36
2016,18 mois après le diplôme,femmes et hommes,Am enagement,34
2015,18 mois après le diplôme,femmes et hommes,Am enagement,34
2015,18 mois après le diplôme,hommes,Am enagement,36
2017,30 mois après le diplôme,hommes,Am enagement,30
2015,30 mois après le diplôme,femmes,Am enagement,33
2012,30 mois après le diplôme,femmes et hommes,Am enagement,29
2016,30 mois après le diplôme,femmes et hommes,Am enagement,34
2018,30 mois après le diplôme,femmes et hommes,Am enagement,32
2013,18 mois après le diplôme,femmes et hommes,Am enagement,29
2013,18 mois après le diplôme,hommes,Am enagement,26
2013,30 mois après le diplôme,femmes et hommes,Am enagement,29
2018,18 mois après le diplôme,femmes et hommes,Arch eologie  ethnologie  pr ehistoire,41
2014,18 mois après le diplôme,femmes et hommes,Arch eologie  ethnologie  pr ehistoire,31
2014,18 mois après le diplôme,femmes,Arch eologie  ethnologie  pr ehistoire,35
2017,30 mois après le diplôme,femmes,Arch eologie  ethnologie  pr ehistoire,48
2015,30 mois après le diplôme,femmes et hommes,Arch eologie  ethnologie  pr ehistoire,47
2015,30 mois après le diplôme,femmes,Arch eologie  ethnologie  pr ehistoire,54
2018,30 mois après le diplôme,hommes,Arch eologie  ethnologie  pr ehistoire,45
2012,30 mois après le diplôme,femmes et hommes,Arch eologie  ethnologie  pr ehistoire,40
2011,30 mois après le diplôme,femmes et hommes,Arch eologie  ethnologie  pr ehistoire,29
2017,30 mois après le diplôme,femmes et hommes,Philosophie   epist emologie,33
2017,18 mois après le diplôme,femmes et hommes,Philosophie   epist emologie,33
2016,30 mois après le diplôme,femmes et hommes,Philosophie   epist emologie,20
2012,18 mois après le diplôme,femmes et hommes,Philosophie   epist emologie,18
2017,30 mois après le diplôme,femmes,Philosophie   epist emologie,31
2013,18 mois après le diplôme,femmes,Philosophie   epist emologie,33
2014,18 mois après le diplôme,femmes et hommes,Sciences de l' education,25
2015,18 mois après le diplôme,femmes et hommes,Sciences de l' education,33
2015,18 mois après le diplôme,femmes,Sciences de l' education,35
2017,30 mois après le diplôme,hommes,Sciences de l' education,19
2011,30 mois après le diplôme,femmes et hommes,Sciences de l' education,29
2013,30 mois après le diplôme,femmes et hommes,Sciences de l' education,33
2013,18 mois après le diplôme,femmes,Sciences de l' education,36
2013,18 mois après le diplôme,femmes et hommes,Sciences de l' education,33
2012,30 mois après le diplôme,femmes et hommes,Sociologie  d emographie,32
2013,30 mois après le diplôme,femmes,Sociologie  d emographie,31
2017,18 mois après le diplôme,femmes,Sociologie  d emographie,35
2014,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences humaines et sociales,36
2018,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences humaines et sociales,34
2016,18 mois après le diplôme,hommes,Pluridisciplinaire sciences humaines et sociales,22
2017,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences humaines et sociales,41
2012,30 mois après le diplôme,femmes et hommes,G enie civil,41
2015,30 mois après le diplôme,femmes et hommes,G enie civil,33
2013,18 mois après le diplôme,hommes,G enie civil,29
2013,18 mois après le diplôme,femmes,G enie civil,46
2017,18 mois après le diplôme,femmes et hommes,G enie civil,36
2017,18 mois après le diplôme,hommes,G enie civil,37
2016,18 mois après le diplôme,femmes,G enie des proc ed es,24
2012,18 mois après le diplôme,femmes et hommes,G enie des proc ed es,35
2017,18 mois après le diplôme,hommes,G enie des proc ed es,24
2013,30 mois après le diplôme,femmes,G enie des proc ed es,34
2011,30 mois après le diplôme,femmes et hommes,M ecanique  g enie m ecanique,29
2017,18 mois après le diplôme,hommes,M ecanique  g enie m ecanique,33
2017,18 mois après le diplôme,femmes,M ecanique  g enie m ecanique,38
2018,18 mois après le diplôme,femmes et hommes,Technologie et sciences industrielles,19
2014,18 mois après le diplôme,hommes,Technologie et sciences industrielles,21
2016,18 mois après le diplôme,femmes et hommes,Technologie et sciences industrielles,17
2016,30 mois après le diplôme,hommes,Technologie et sciences industrielles,17
2015,18 mois après le diplôme,femmes et hommes,Technologie et sciences industrielles,21
2015,30 mois après le diplôme,femmes,Technologie et sciences industrielles,20
2013,18 mois après le diplôme,hommes,Technologie et sciences industrielles,18
2017,18 mois après le diplôme,hommes,Technologie et sciences industrielles,21
2014,30 mois après le diplôme,femmes et hommes,Informatique,31
2015,30 mois après le diplôme,hommes,Informatique,34
2016,18 mois après le diplôme,hommes,Informatique,31
2015,18 mois après le diplôme,hommes,Informatique,34
2015,30 mois après le diplôme,femmes,Informatique,38
2017,30 mois après le diplôme,femmes,Informatique,35
2013,18 mois après le diplôme,femmes et hommes,Informatique,31
2013,18 mois après le diplôme,hommes,Informatique,30
2013,18 mois après le diplôme,femmes,Informatique,38
2013,30 mois après le diplôme,hommes,Informatique,30
2017,30 mois après le diplôme,femmes et hommes,Autres sciences  technologies et sant e,35
2018,30 mois après le diplôme,femmes et hommes,Autres sciences  technologies et sant e,34
2014,30 mois après le diplôme,hommes,Formation g en erale aux m etiers de l'ing enieur,37
2015,30 mois après le diplôme,hommes,Formation g en erale aux m etiers de l'ing enieur,33
2017,18 mois après le diplôme,femmes et hommes,Formation g en erale aux m etiers de l'ing enieur,30
2014,30 mois après le diplôme,hommes,Math ematique et informatique,22
2016,18 mois après le diplôme,hommes,Math ematique et informatique,20
2016,18 mois après le diplôme,femmes et hommes,Math ematique et informatique,20
2017,30 mois après le diplôme,hommes,Math ematique et informatique,28
2017,30 mois après le diplôme,femmes et hommes,Math ematique et informatique,25
2012,18 mois après le diplôme,femmes et hommes,Math ematique et informatique,26
2017,18 mois après le diplôme,hommes,Math ematique et informatique,28
2012,30 mois après le diplôme,femmes et hommes,M edecine,23
2016,30 mois après le diplôme,femmes,M edecine,32
2017,18 mois après le diplôme,femmes et hommes,M edecine,31
2013,30 mois après le diplôme,hommes,M edecine,22
2017,18 mois après le diplôme,femmes,M edecine,33
2013,18 mois après le diplôme,femmes et hommes,M edecine,26
2014,18 mois après le diplôme,hommes,Pharmacie,19
2016,18 mois après le diplôme,femmes,Pharmacie,29
2015,18 mois après le diplôme,hommes,Pharmacie,20
2013,18 mois après le diplôme,hommes,Pharmacie,34
2013,30 mois après le diplôme,femmes et hommes,Pharmacie,29
2018,18 mois après le diplôme,femmes,Sciences et techniques des activit es physiques et sportives,35
2014,18 mois après le diplôme,hommes,Sciences et techniques des activit es physiques et sportives,30
2016,30 mois après le diplôme,femmes et hommes,Sciences et techniques des activit es physiques et sportives,34
2017,18 mois après le diplôme,hommes,Sciences et techniques des activit es physiques et sportives,39
2016,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences,34
2016,30 mois après le diplôme,femmes,Pluridisciplinaire sciences,36
2018,30 mois après le diplôme,femmes,Pluridisciplinaire sciences,30
2017,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences,39
2014,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences fondamentales et applications,20
2018,18 mois après le diplôme,femmes,Pluridisciplinaire sciences fondamentales et applications,26
2016,30 mois après le diplôme,hommes,Pluridisciplinaire sciences fondamentales et applications,34
2014,18 mois après le diplôme,hommes,Pluridisciplinaire sciences fondamentales et applications,20
2011,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences fondamentales et applications,29
2016,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences fondamentales et applications,32
2013,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences fondamentales et applications,39
2018,18 mois après le diplôme,femmes et hommes,Masters enseignement,19
2018,18 mois après le diplôme,hommes,Masters enseignement,20
2011,30 mois après le diplôme,femmes et hommes,Masters enseignement,29
2017,30 mois après le diplôme,hommes,Masters enseignement,15
2013,30 mois après le diplôme,femmes et hommes,Masters enseignement,40
2017,18 mois après le diplôme,femmes,Masters enseignement,16
2018,18 mois après le diplôme,femmes et hommes,Sociologie  d emographie,44
2016,18 mois après le diplôme,femmes et hommes,Sociologie  d emographie,40
2017,30 mois après le diplôme,femmes et hommes,Sociologie  d emographie,34
2013,30 mois après le diplôme,hommes,Sociologie  d emographie,35
2017,18 mois après le diplôme,hommes,Sociologie  d emographie,32
2014,18 mois après le diplôme,hommes,Pluridisciplinaire sciences humaines et sociales,28
2016,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences humaines et sociales,33
2015,30 mois après le diplôme,femmes,Pluridisciplinaire sciences humaines et sociales,39
2011,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences humaines et sociales,29
2017,18 mois après le diplôme,hommes,Pluridisciplinaire sciences humaines et sociales,33
2014,18 mois après le diplôme,femmes et hommes,Ensemble sciences  technologies et sant e,31
2014,18 mois après le diplôme,femmes,Ensemble sciences  technologies et sant e,32
2015,30 mois après le diplôme,femmes,Ensemble sciences  technologies et sant e,33
2015,30 mois après le diplôme,femmes et hommes,Ensemble sciences  technologies et sant e,32
2013,18 mois après le diplôme,femmes,Ensemble sciences  technologies et sant e,33
2014,18 mois après le diplôme,femmes et hommes,Sciences de la vie et de la terre,34
2018,30 mois après le diplôme,femmes,Sciences de la vie et de la terre,37
2018,18 mois après le diplôme,hommes,Sciences de la vie,34
2016,18 mois après le diplôme,femmes et hommes,Sciences de la vie,35
2015,30 mois après le diplôme,hommes,Sciences de la vie,33
2015,18 mois après le diplôme,hommes,Sciences de la vie,33
2011,30 mois après le diplôme,femmes et hommes,Sciences de la vie,29
2013,30 mois après le diplôme,hommes,Sciences de la vie,31
2018,30 mois après le diplôme,femmes et hommes,Sciences de la vie,36
2017,18 mois après le diplôme,femmes,Sciences de la vie,37
2017,18 mois après le diplôme,femmes et hommes,Sciences de la vie,36
2014,30 mois après le diplôme,hommes,Sciences de l'univers,36
2016,18 mois après le diplôme,hommes,Sciences de l'univers,32
2016,18 mois après le diplôme,femmes et hommes,Sciences de l'univers,33
2011,30 mois après le diplôme,femmes et hommes,Sciences de l'univers,29
2017,18 mois après le diplôme,hommes,Sciences de l'univers,31
2014,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences de la vie  de la sant e  de la terre et de l'univers,31
2016,18 mois après le diplôme,femmes,Pluridisciplinaire sciences de la vie  de la sant e  de la terre et de l'univers,43
2015,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences de la vie  de la sant e  de la terre et de l'univers,25
2015,18 mois après le diplôme,femmes,Pluridisciplinaire sciences de la vie  de la sant e  de la terre et de l'univers,27
2012,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences de la vie  de la sant e  de la terre et de l'univers,29
2017,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences de la vie  de la sant e  de la terre et de l'univers,42
2013,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences de la vie  de la sant e  de la terre et de l'univers,26
2014,30 mois après le diplôme,femmes et hommes,Sciences fondamentales,30
2015,18 mois après le diplôme,femmes et hommes,Sciences fondamentales,31
2018,30 mois après le diplôme,femmes et hommes,Sciences fondamentales,33
2013,30 mois après le diplôme,femmes et hommes,Sciences fondamentales,32
2014,18 mois après le diplôme,femmes,Chimie,26
2018,18 mois après le diplôme,femmes et hommes,Chimie,34
2018,18 mois après le diplôme,femmes,Chimie,31
2017,30 mois après le diplôme,hommes,Chimie,31
2012,30 mois après le diplôme,femmes et hommes,Chimie,32
2018,30 mois après le diplôme,hommes,Chimie,38
2015,30 mois après le diplôme,femmes,Chimie,31
2013,30 mois après le diplôme,hommes,Chimie,27
2014,18 mois après le diplôme,femmes,Physique,28
2018,18 mois après le diplôme,femmes,Physique,42
2016,18 mois après le diplôme,hommes,Physique,33
2016,30 mois après le diplôme,hommes,Physique,33
2016,18 mois après le diplôme,femmes et hommes,Physique,34
2015,18 mois après le diplôme,femmes,Physique,33
2012,30 mois après le diplôme,femmes et hommes,Physique,31
2013,30 mois après le diplôme,femmes,Physique,37
2014,18 mois après le diplôme,femmes et hommes,Physique et chimie,43
2015,18 mois après le diplôme,femmes,Physique et chimie,40
2015,30 mois après le diplôme,femmes,Physique et chimie,40
2016,30 mois après le diplôme,femmes et hommes,Physique et chimie,44
2017,18 mois après le diplôme,femmes et hommes,Physique et chimie,36
2018,18 mois après le diplôme,hommes,Math ematiques,30
2016,30 mois après le diplôme,hommes,Math ematiques,24
2015,30 mois après le diplôme,hommes,Math ematiques,35
2015,18 mois après le diplôme,femmes,Math ematiques,35
2011,30 mois après le diplôme,femmes et hommes,Math ematiques,29
2016,30 mois après le diplôme,femmes,Math ematiques,42
2013,18 mois après le diplôme,femmes,Math ematiques,30
2013,30 mois après le diplôme,femmes,Math ematiques,30
2014,30 mois après le diplôme,femmes et hommes,Math ematiques appliqu ees et sciences sociales,31
2016,18 mois après le diplôme,femmes et hommes,Math ematiques appliqu ees et sciences sociales,28
2016,18 mois après le diplôme,femmes,Math ematiques appliqu ees et sciences sociales,30
2012,30 mois après le diplôme,femmes et hommes,Math ematiques appliqu ees et sciences sociales,32
2017,18 mois après le diplôme,femmes et hommes,Math ematiques appliqu ees et sciences sociales,33
2014,18 mois après le diplôme,femmes et hommes,Sciences de l'ing enieur,30
2016,18 mois après le diplôme,femmes et hommes,Sciences de l'ing enieur,27
2014,30 mois après le diplôme,femmes et hommes, electronique  g enie  electrique,33
2014,30 mois après le diplôme,hommes, electronique  g enie  electrique,33
2015,30 mois après le diplôme,hommes, electronique  g enie  electrique,34
2018,30 mois après le diplôme,femmes et hommes,G enie civil,32
